model_label,seed,tag,present
tvc100,24,targets/td_target_mean,True
tvc100,24,robust/td3_q_target_clip_fraction,True
tvc100,24,robust/td3_q_target_excess_mean,True
tvc100,24,charts/SPS,True
tvc100,25,charts/episodic_return,False
tvc100,25,charts/episodic_length,False
tvc100,25,eval/episodic_return,True
tvc100,25,losses/qf1_values,True
tvc100,25,losses/qf2_values,True
tvc100,25,losses/qf_loss,True
tvc100,25,losses/actor_loss,True
tvc100,25,targets/min_q_next_mean_pre_clip,True
tvc100,25,targets/min_q_next_p95_pre_clip,True
tvc100,25,targets/min_q_next_p99_pre_clip,True
tvc100,25,targets/min_q_next_mean_post_clip,True
tvc100,25,targets/td_target_mean,True
tvc100,25,robust/td3_q_target_clip_fraction,True
tvc100,25,robust/td3_q_target_excess_mean,True
tvc100,25,charts/SPS,True
tvc100,26,charts/episodic_return,False
tvc100,26,charts/episodic_length,False
tvc100,26,eval/episodic_return,True
tvc100,26,losses/qf1_values,True
tvc100,26,losses/qf2_values,True
tvc100,26,losses/qf_loss,True
tvc100,26,losses/actor_loss,True
tvc100,26,targets/min_q_next_mean_pre_clip,True
tvc100,26,targets/min_q_next_p95_pre_clip,True
tvc100,26,targets/min_q_next_p99_pre_clip,True
tvc100,26,targets/min_q_next_mean_post_clip,True
tvc100,26,targets/td_target_mean,True
tvc100,26,robust/td3_q_target_clip_fraction,True
tvc100,26,robust/td3_q_target_excess_mean,True
tvc100,26,charts/SPS,True
tvc100,27,charts/episodic_return,False
tvc100,27,charts/episodic_length,False
tvc100,27,eval/episodic_return,True
tvc100,27,losses/qf1_values,True
tvc100,27,losses/qf2_values,True
tvc100,27,losses/qf_loss,True
tvc100,27,losses/actor_loss,True
tvc100,27,targets/min_q_next_mean_pre_clip,True
tvc100,27,targets/min_q_next_p95_pre_clip,True
tvc100,27,targets/min_q_next_p99_pre_clip,True
tvc100,27,targets/min_q_next_mean_post_clip,True
tvc100,27,targets/td_target_mean,True
tvc100,27,robust/td3_q_target_clip_fraction,True
tvc100,27,robust/td3_q_target_excess_mean,True
tvc100,27,charts/SPS,True
tvc100,28,charts/episodic_return,False
tvc100,28,charts/episodic_length,False
tvc100,28,eval/episodic_return,True
tvc100,28,losses/qf1_values,True
tvc100,28,losses/qf2_values,True
tvc100,28,losses/qf_loss,True
tvc100,28,losses/actor_loss,True
tvc100,28,targets/min_q_next_mean_pre_clip,True
tvc100,28,targets/min_q_next_p95_pre_clip,True
tvc100,28,targets/min_q_next_p99_pre_clip,True
tvc100,28,targets/min_q_next_mean_post_clip,True
tvc100,28,targets/td_target_mean,True
tvc100,28,robust/td3_q_target_clip_fraction,True
tvc100,28,robust/td3_q_target_excess_mean,True
tvc100,28,charts/SPS,True
tvc100,29,charts/episodic_return,False
tvc100,29,charts/episodic_length,False
tvc100,29,eval/episodic_return,True
tvc100,29,losses/qf1_values,True
tvc100,29,losses/qf2_values,True
tvc100,29,losses/qf_loss,True
tvc100,29,losses/actor_loss,True
tvc100,29,targets/min_q_next_mean_pre_clip,True
tvc100,29,targets/min_q_next_p95_pre_clip,True
tvc100,29,targets/min_q_next_p99_pre_clip,True
tvc100,29,targets/min_q_next_mean_post_clip,True
tvc100,29,targets/td_target_mean,True
tvc100,29,robust/td3_q_target_clip_fraction,True
tvc100,29,robust/td3_q_target_excess_mean,True
tvc100,29,charts/SPS,True
tvc100,2,charts/episodic_return,False
tvc100,2,charts/episodic_length,False
tvc100,2,eval/episodic_return,False
tvc100,2,losses/qf1_values,True
tvc100,2,losses/qf2_values,True
tvc100,2,losses/qf_loss,True
tvc100,2,losses/actor_loss,True
tvc100,2,targets/min_q_next_mean_pre_clip,True
tvc100,2,targets/min_q_next_p95_pre_clip,True
tvc100,2,targets/min_q_next_p99_pre_clip,True
tvc100,2,targets/min_q_next_mean_post_clip,True
tvc100,2,targets/td_target_mean,True
tvc100,2,robust/td3_q_target_clip_fraction,True
tvc100,2,robust/td3_q_target_excess_mean,True
tvc100,2,charts/SPS,True
tvc100,30,charts/episodic_return,False
tvc100,30,charts/episodic_length,False
tvc100,30,eval/episodic_return,True
tvc100,30,losses/qf1_values,True
tvc100,30,losses/qf2_values,True
tvc100,30,losses/qf_loss,True
tvc100,30,losses/actor_loss,True
tvc100,30,targets/min_q_next_mean_pre_clip,True
tvc100,30,targets/min_q_next_p95_pre_clip,True
tvc100,30,targets/min_q_next_p99_pre_clip,True
tvc100,30,targets/min_q_next_mean_post_clip,True
tvc100,30,targets/td_target_mean,True
tvc100,30,robust/td3_q_target_clip_fraction,True
tvc100,30,robust/td3_q_target_excess_mean,True
tvc100,30,charts/SPS,True
tvc100,3,charts/episodic_return,False
tvc100,3,charts/episodic_length,False
tvc100,3,eval/episodic_return,False
tvc100,3,losses/qf1_values,True
tvc100,3,losses/qf2_values,True
tvc100,3,losses/qf_loss,True
tvc100,3,losses/actor_loss,True
tvc100,3,targets/min_q_next_mean_pre_clip,True
tvc100,3,targets/min_q_next_p95_pre_clip,True
tvc100,3,targets/min_q_next_p99_pre_clip,True
tvc100,3,targets/min_q_next_mean_post_clip,True
tvc100,3,targets/td_target_mean,True
tvc100,3,robust/td3_q_target_clip_fraction,True
tvc100,3,robust/td3_q_target_excess_mean,True
tvc100,3,charts/SPS,True
tvc100,4,charts/episodic_return,False
tvc100,4,charts/episodic_length,False
tvc100,4,eval/episodic_return,False
tvc100,4,losses/qf1_values,True
tvc100,4,losses/qf2_values,True
tvc100,4,losses/qf_loss,True
tvc100,4,losses/actor_loss,True
tvc100,4,targets/min_q_next_mean_pre_clip,True
tvc100,4,targets/min_q_next_p95_pre_clip,True
tvc100,4,targets/min_q_next_p99_pre_clip,True
tvc100,4,targets/min_q_next_mean_post_clip,True
tvc100,4,targets/td_target_mean,True
tvc100,4,robust/td3_q_target_clip_fraction,True
tvc100,4,robust/td3_q_target_excess_mean,True
tvc100,4,charts/SPS,True
tvc100,5,charts/episodic_return,False
tvc100,5,charts/episodic_length,False
tvc100,5,eval/episodic_return,False
tvc100,5,losses/qf1_values,True
tvc100,5,losses/qf2_values,True
tvc100,5,losses/qf_loss,True
tvc100,5,losses/actor_loss,True
tvc100,5,targets/min_q_next_mean_pre_clip,True
tvc100,5,targets/min_q_next_p95_pre_clip,True
tvc100,5,targets/min_q_next_p99_pre_clip,True
tvc100,5,targets/min_q_next_mean_post_clip,True
tvc100,5,targets/td_target_mean,True
tvc100,5,robust/td3_q_target_clip_fraction,True
tvc100,5,robust/td3_q_target_excess_mean,True
tvc100,5,charts/SPS,True
tvc100,6,charts/episodic_return,False
tvc100,6,charts/episodic_length,False
tvc100,6,eval/episodic_return,True
tvc100,6,losses/qf1_values,True
tvc100,6,losses/qf2_values,True
tvc100,6,losses/qf_loss,True
tvc100,6,losses/actor_loss,True
tvc100,6,targets/min_q_next_mean_pre_clip,True
tvc100,6,targets/min_q_next_p95_pre_clip,True
tvc100,6,targets/min_q_next_p99_pre_clip,True
tvc100,6,targets/min_q_next_mean_post_clip,True
tvc100,6,targets/td_target_mean,True
tvc100,6,robust/td3_q_target_clip_fraction,True
tvc100,6,robust/td3_q_target_excess_mean,True
tvc100,6,charts/SPS,True
tvc100,7,charts/episodic_return,False
tvc100,7,charts/episodic_length,False
tvc100,7,eval/episodic_return,True
tvc100,7,losses/qf1_values,True
tvc100,7,losses/qf2_values,True
tvc100,7,losses/qf_loss,True
tvc100,7,losses/actor_loss,True
tvc100,7,targets/min_q_next_mean_pre_clip,True
tvc100,7,targets/min_q_next_p95_pre_clip,True
tvc100,7,targets/min_q_next_p99_pre_clip,True
tvc100,7,targets/min_q_next_mean_post_clip,True
tvc100,7,targets/td_target_mean,True
tvc100,7,robust/td3_q_target_clip_fraction,True
tvc100,7,robust/td3_q_target_excess_mean,True
tvc100,7,charts/SPS,True
tvc100,8,charts/episodic_return,False
tvc100,8,charts/episodic_length,False
tvc100,8,eval/episodic_return,True
tvc100,8,losses/qf1_values,True
tvc100,8,losses/qf2_values,True
tvc100,8,losses/qf_loss,True
tvc100,8,losses/actor_loss,True
tvc100,8,targets/min_q_next_mean_pre_clip,True
tvc100,8,targets/min_q_next_p95_pre_clip,True
tvc100,8,targets/min_q_next_p99_pre_clip,True
tvc100,8,targets/min_q_next_mean_post_clip,True
tvc100,8,targets/td_target_mean,True
tvc100,8,robust/td3_q_target_clip_fraction,True
tvc100,8,robust/td3_q_target_excess_mean,True
tvc100,8,charts/SPS,True
tvc100,9,charts/episodic_return,False
tvc100,9,charts/episodic_length,False
tvc100,9,eval/episodic_return,True
tvc100,9,losses/qf1_values,True
tvc100,9,losses/qf2_values,True
tvc100,9,losses/qf_loss,True
tvc100,9,losses/actor_loss,True
tvc100,9,targets/min_q_next_mean_pre_clip,True
tvc100,9,targets/min_q_next_p95_pre_clip,True
tvc100,9,targets/min_q_next_p99_pre_clip,True
tvc100,9,targets/min_q_next_mean_post_clip,True
tvc100,9,targets/td_target_mean,True
tvc100,9,robust/td3_q_target_clip_fraction,True
tvc100,9,robust/td3_q_target_excess_mean,True
tvc100,9,charts/SPS,True
tvc150,10,charts/episodic_return,False
tvc150,10,charts/episodic_length,False
tvc150,10,eval/episodic_return,True
tvc150,10,losses/qf1_values,True
tvc150,10,losses/qf2_values,True
tvc150,10,losses/qf_loss,True
tvc150,10,losses/actor_loss,True
tvc150,10,targets/min_q_next_mean_pre_clip,True
tvc150,10,targets/min_q_next_p95_pre_clip,True
tvc150,10,targets/min_q_next_p99_pre_clip,True
tvc150,10,targets/min_q_next_mean_post_clip,True
tvc150,10,targets/td_target_mean,True
tvc150,10,robust/td3_q_target_clip_fraction,True
tvc150,10,robust/td3_q_target_excess_mean,True
tvc150,10,charts/SPS,True
tvc150,11,charts/episodic_return,False
tvc150,11,charts/episodic_length,False
tvc150,11,eval/episodic_return,True
tvc150,11,losses/qf1_values,True
tvc150,11,losses/qf2_values,True
tvc150,11,losses/qf_loss,True
tvc150,11,losses/actor_loss,True
tvc150,11,targets/min_q_next_mean_pre_clip,True
tvc150,11,targets/min_q_next_p95_pre_clip,True
tvc150,11,targets/min_q_next_p99_pre_clip,True
tvc150,11,targets/min_q_next_mean_post_clip,True
tvc150,11,targets/td_target_mean,True
tvc150,11,robust/td3_q_target_clip_fraction,True
tvc150,11,robust/td3_q_target_excess_mean,True
tvc150,11,charts/SPS,True
tvc150,12,charts/episodic_return,False
tvc150,12,charts/episodic_length,False
tvc150,12,eval/episodic_return,True
tvc150,12,losses/qf1_values,True
tvc150,12,losses/qf2_values,True
tvc150,12,losses/qf_loss,True
tvc150,12,losses/actor_loss,True
tvc150,12,targets/min_q_next_mean_pre_clip,True
tvc150,12,targets/min_q_next_p95_pre_clip,True
tvc150,12,targets/min_q_next_p99_pre_clip,True
tvc150,12,targets/min_q_next_mean_post_clip,True
tvc150,12,targets/td_target_mean,True
tvc150,12,robust/td3_q_target_clip_fraction,True
tvc150,12,robust/td3_q_target_excess_mean,True
tvc150,12,charts/SPS,True
tvc150,13,charts/episodic_return,False
tvc150,13,charts/episodic_length,False
tvc150,13,eval/episodic_return,True
tvc150,13,losses/qf1_values,True
tvc150,13,losses/qf2_values,True
tvc150,13,losses/qf_loss,True
tvc150,13,losses/actor_loss,True
tvc150,13,targets/min_q_next_mean_pre_clip,True
tvc150,13,targets/min_q_next_p95_pre_clip,True
tvc150,13,targets/min_q_next_p99_pre_clip,True
tvc150,13,targets/min_q_next_mean_post_clip,True
tvc150,13,targets/td_target_mean,True
tvc150,13,robust/td3_q_target_clip_fraction,True
tvc150,13,robust/td3_q_target_excess_mean,True
tvc150,13,charts/SPS,True
tvc150,14,charts/episodic_return,False
tvc150,14,charts/episodic_length,False
tvc150,14,eval/episodic_return,True
tvc150,14,losses/qf1_values,True
tvc150,14,losses/qf2_values,True
tvc150,14,losses/qf_loss,True
tvc150,14,losses/actor_loss,True
tvc150,14,targets/min_q_next_mean_pre_clip,True
tvc150,14,targets/min_q_next_p95_pre_clip,True
tvc150,14,targets/min_q_next_p99_pre_clip,True
tvc150,14,targets/min_q_next_mean_post_clip,True
tvc150,14,targets/td_target_mean,True
tvc150,14,robust/td3_q_target_clip_fraction,True
tvc150,14,robust/td3_q_target_excess_mean,True
tvc150,14,charts/SPS,True
tvc150,15,charts/episodic_return,False
tvc150,15,charts/episodic_length,False
tvc150,15,eval/episodic_return,True
tvc150,15,losses/qf1_values,True
tvc150,15,losses/qf2_values,True
tvc150,15,losses/qf_loss,True
tvc150,15,losses/actor_loss,True
tvc150,15,targets/min_q_next_mean_pre_clip,True
tvc150,15,targets/min_q_next_p95_pre_clip,True
tvc150,15,targets/min_q_next_p99_pre_clip,True
tvc150,15,targets/min_q_next_mean_post_clip,True
tvc150,15,targets/td_target_mean,True
tvc150,15,robust/td3_q_target_clip_fraction,True
tvc150,15,robust/td3_q_target_excess_mean,True
tvc150,15,charts/SPS,True
tvc150,16,charts/episodic_return,False
tvc150,16,charts/episodic_length,False
tvc150,16,eval/episodic_return,True
tvc150,16,losses/qf1_values,True
tvc150,16,losses/qf2_values,True
tvc150,16,losses/qf_loss,True
tvc150,16,losses/actor_loss,True
tvc150,16,targets/min_q_next_mean_pre_clip,True
tvc150,16,targets/min_q_next_p95_pre_clip,True
tvc150,16,targets/min_q_next_p99_pre_clip,True
tvc150,16,targets/min_q_next_mean_post_clip,True
tvc150,16,targets/td_target_mean,True
tvc150,16,robust/td3_q_target_clip_fraction,True
tvc150,16,robust/td3_q_target_excess_mean,True
tvc150,16,charts/SPS,True
tvc150,17,charts/episodic_return,False
tvc150,17,charts/episodic_length,False
tvc150,17,eval/episodic_return,True
tvc150,17,losses/qf1_values,True
tvc150,17,losses/qf2_values,True
tvc150,17,losses/qf_loss,True
tvc150,17,losses/actor_loss,True
tvc150,17,targets/min_q_next_mean_pre_clip,True
tvc150,17,targets/min_q_next_p95_pre_clip,True
tvc150,17,targets/min_q_next_p99_pre_clip,True
tvc150,17,targets/min_q_next_mean_post_clip,True
tvc150,17,targets/td_target_mean,True
tvc150,17,robust/td3_q_target_clip_fraction,True
tvc150,17,robust/td3_q_target_excess_mean,True
tvc150,17,charts/SPS,True
tvc150,18,charts/episodic_return,False
tvc150,18,charts/episodic_length,False
tvc150,18,eval/episodic_return,True
tvc150,18,losses/qf1_values,True
tvc150,18,losses/qf2_values,True
tvc150,18,losses/qf_loss,True
tvc150,18,losses/actor_loss,True
tvc150,18,targets/min_q_next_mean_pre_clip,True
tvc150,18,targets/min_q_next_p95_pre_clip,True
tvc150,18,targets/min_q_next_p99_pre_clip,True
tvc150,18,targets/min_q_next_mean_post_clip,True
tvc150,18,targets/td_target_mean,True
tvc150,18,robust/td3_q_target_clip_fraction,True
tvc150,18,robust/td3_q_target_excess_mean,True
tvc150,18,charts/SPS,True
tvc150,19,charts/episodic_return,False
tvc150,19,charts/episodic_length,False
tvc150,19,eval/episodic_return,True
tvc150,19,losses/qf1_values,True
tvc150,19,losses/qf2_values,True
tvc150,19,losses/qf_loss,True
tvc150,19,losses/actor_loss,True
tvc150,19,targets/min_q_next_mean_pre_clip,True
tvc150,19,targets/min_q_next_p95_pre_clip,True
tvc150,19,targets/min_q_next_p99_pre_clip,True
tvc150,19,targets/min_q_next_mean_post_clip,True
tvc150,19,targets/td_target_mean,True
tvc150,19,robust/td3_q_target_clip_fraction,True
tvc150,19,robust/td3_q_target_excess_mean,True
tvc150,19,charts/SPS,True
tvc150,1,charts/episodic_return,False
tvc150,1,charts/episodic_length,False
tvc150,1,eval/episodic_return,False
tvc150,1,losses/qf1_values,True
tvc150,1,losses/qf2_values,True
tvc150,1,losses/qf_loss,True
tvc150,1,losses/actor_loss,True
tvc150,1,targets/min_q_next_mean_pre_clip,True
tvc150,1,targets/min_q_next_p95_pre_clip,True
tvc150,1,targets/min_q_next_p99_pre_clip,True
tvc150,1,targets/min_q_next_mean_post_clip,True
tvc150,1,targets/td_target_mean,True
tvc150,1,robust/td3_q_target_clip_fraction,True
tvc150,1,robust/td3_q_target_excess_mean,True
tvc150,1,charts/SPS,True
tvc150,20,charts/episodic_return,False
tvc150,20,charts/episodic_length,False
tvc150,20,eval/episodic_return,True
tvc150,20,losses/qf1_values,True
tvc150,20,losses/qf2_values,True
tvc150,20,losses/qf_loss,True
tvc150,20,losses/actor_loss,True
tvc150,20,targets/min_q_next_mean_pre_clip,True
tvc150,20,targets/min_q_next_p95_pre_clip,True
tvc150,20,targets/min_q_next_p99_pre_clip,True
tvc150,20,targets/min_q_next_mean_post_clip,True
tvc150,20,targets/td_target_mean,True
tvc150,20,robust/td3_q_target_clip_fraction,True
tvc150,20,robust/td3_q_target_excess_mean,True
tvc150,20,charts/SPS,True
tvc150,21,charts/episodic_return,False
tvc150,21,charts/episodic_length,False
tvc150,21,eval/episodic_return,True
tvc150,21,losses/qf1_values,True
tvc150,21,losses/qf2_values,True
tvc150,21,losses/qf_loss,True
tvc150,21,losses/actor_loss,True
tvc150,21,targets/min_q_next_mean_pre_clip,True
tvc150,21,targets/min_q_next_p95_pre_clip,True
tvc150,21,targets/min_q_next_p99_pre_clip,True
tvc150,21,targets/min_q_next_mean_post_clip,True
tvc150,21,targets/td_target_mean,True
tvc150,21,robust/td3_q_target_clip_fraction,True
tvc150,21,robust/td3_q_target_excess_mean,True
tvc150,21,charts/SPS,True
tvc150,22,charts/episodic_return,False
tvc150,22,charts/episodic_length,False
tvc150,22,eval/episodic_return,True
tvc150,22,losses/qf1_values,True
tvc150,22,losses/qf2_values,True
tvc150,22,losses/qf_loss,True
tvc150,22,losses/actor_loss,True
tvc150,22,targets/min_q_next_mean_pre_clip,True
tvc150,22,targets/min_q_next_p95_pre_clip,True
tvc150,22,targets/min_q_next_p99_pre_clip,True
tvc150,22,targets/min_q_next_mean_post_clip,True
tvc150,22,targets/td_target_mean,True
