model_label,seed,tag,present
klprho0,13,kl_physical/requested_radius,True
klprho0,13,kl_physical/effective_beta_median,False
klprho0,13,kl_physical/effective_beta_mean,False
klprho0,13,kl_physical/worst_case_saturation_fraction,True
klprho0,13,kl_physical/joint_return_std_across_dynamics,True
klprho0,13,kl_physical/reference_target_mean,True
klprho0,13,kl_physical/robust_target_mean,True
klprho0,13,kl_physical/worst_member_target_mean,True
klprho0,13,kl_physical/pessimism_gap_mean,True
klprho0,13,kl_physical/pessimism_gap_p95,True
klprho0,13,kl_physical/implicit_kl_radius_mean,True
klprho0,13,kl_physical/implicit_kl_radius_p95,True
klprho0,13,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,13,kl_physical/effective_num_dynamics_mean,True
klprho0,13,kl_physical/nominal_obs_max_abs_error,True
klprho0,13,kl_physical/nominal_reward_abs_error,True
klprho0,13,charts/SPS,True
klprho0,14,charts/episodic_return,True
klprho0,14,eval/episodic_return,True
klprho0,14,losses/qf_loss,True
klprho0,14,losses/actor_loss,True
klprho0,14,kl_physical/requested_radius,True
klprho0,14,kl_physical/effective_beta_median,False
klprho0,14,kl_physical/effective_beta_mean,False
klprho0,14,kl_physical/worst_case_saturation_fraction,True
klprho0,14,kl_physical/joint_return_std_across_dynamics,True
klprho0,14,kl_physical/reference_target_mean,True
klprho0,14,kl_physical/robust_target_mean,True
klprho0,14,kl_physical/worst_member_target_mean,True
klprho0,14,kl_physical/pessimism_gap_mean,True
klprho0,14,kl_physical/pessimism_gap_p95,True
klprho0,14,kl_physical/implicit_kl_radius_mean,True
klprho0,14,kl_physical/implicit_kl_radius_p95,True
klprho0,14,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,14,kl_physical/effective_num_dynamics_mean,True
klprho0,14,kl_physical/nominal_obs_max_abs_error,True
klprho0,14,kl_physical/nominal_reward_abs_error,True
klprho0,14,charts/SPS,True
klprho0,15,charts/episodic_return,True
klprho0,15,eval/episodic_return,True
klprho0,15,losses/qf_loss,True
klprho0,15,losses/actor_loss,True
klprho0,15,kl_physical/requested_radius,True
klprho0,15,kl_physical/effective_beta_median,False
klprho0,15,kl_physical/effective_beta_mean,False
klprho0,15,kl_physical/worst_case_saturation_fraction,True
klprho0,15,kl_physical/joint_return_std_across_dynamics,True
klprho0,15,kl_physical/reference_target_mean,True
klprho0,15,kl_physical/robust_target_mean,True
klprho0,15,kl_physical/worst_member_target_mean,True
klprho0,15,kl_physical/pessimism_gap_mean,True
klprho0,15,kl_physical/pessimism_gap_p95,True
klprho0,15,kl_physical/implicit_kl_radius_mean,True
klprho0,15,kl_physical/implicit_kl_radius_p95,True
klprho0,15,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,15,kl_physical/effective_num_dynamics_mean,True
klprho0,15,kl_physical/nominal_obs_max_abs_error,True
klprho0,15,kl_physical/nominal_reward_abs_error,True
klprho0,15,charts/SPS,True
klprho0,16,charts/episodic_return,True
klprho0,16,eval/episodic_return,True
klprho0,16,losses/qf_loss,True
klprho0,16,losses/actor_loss,True
klprho0,16,kl_physical/requested_radius,True
klprho0,16,kl_physical/effective_beta_median,False
klprho0,16,kl_physical/effective_beta_mean,False
klprho0,16,kl_physical/worst_case_saturation_fraction,True
klprho0,16,kl_physical/joint_return_std_across_dynamics,True
klprho0,16,kl_physical/reference_target_mean,True
klprho0,16,kl_physical/robust_target_mean,True
klprho0,16,kl_physical/worst_member_target_mean,True
klprho0,16,kl_physical/pessimism_gap_mean,True
klprho0,16,kl_physical/pessimism_gap_p95,True
klprho0,16,kl_physical/implicit_kl_radius_mean,True
klprho0,16,kl_physical/implicit_kl_radius_p95,True
klprho0,16,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,16,kl_physical/effective_num_dynamics_mean,True
klprho0,16,kl_physical/nominal_obs_max_abs_error,True
klprho0,16,kl_physical/nominal_reward_abs_error,True
klprho0,16,charts/SPS,True
klprho0,17,charts/episodic_return,True
klprho0,17,eval/episodic_return,True
klprho0,17,losses/qf_loss,True
klprho0,17,losses/actor_loss,True
klprho0,17,kl_physical/requested_radius,True
klprho0,17,kl_physical/effective_beta_median,False
klprho0,17,kl_physical/effective_beta_mean,False
klprho0,17,kl_physical/worst_case_saturation_fraction,True
klprho0,17,kl_physical/joint_return_std_across_dynamics,True
klprho0,17,kl_physical/reference_target_mean,True
klprho0,17,kl_physical/robust_target_mean,True
klprho0,17,kl_physical/worst_member_target_mean,True
klprho0,17,kl_physical/pessimism_gap_mean,True
klprho0,17,kl_physical/pessimism_gap_p95,True
klprho0,17,kl_physical/implicit_kl_radius_mean,True
klprho0,17,kl_physical/implicit_kl_radius_p95,True
klprho0,17,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,17,kl_physical/effective_num_dynamics_mean,True
klprho0,17,kl_physical/nominal_obs_max_abs_error,True
klprho0,17,kl_physical/nominal_reward_abs_error,True
klprho0,17,charts/SPS,True
klprho0,18,charts/episodic_return,True
klprho0,18,eval/episodic_return,True
klprho0,18,losses/qf_loss,True
klprho0,18,losses/actor_loss,True
klprho0,18,kl_physical/requested_radius,True
klprho0,18,kl_physical/effective_beta_median,False
klprho0,18,kl_physical/effective_beta_mean,False
klprho0,18,kl_physical/worst_case_saturation_fraction,True
klprho0,18,kl_physical/joint_return_std_across_dynamics,True
klprho0,18,kl_physical/reference_target_mean,True
klprho0,18,kl_physical/robust_target_mean,True
klprho0,18,kl_physical/worst_member_target_mean,True
klprho0,18,kl_physical/pessimism_gap_mean,True
klprho0,18,kl_physical/pessimism_gap_p95,True
klprho0,18,kl_physical/implicit_kl_radius_mean,True
klprho0,18,kl_physical/implicit_kl_radius_p95,True
klprho0,18,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,18,kl_physical/effective_num_dynamics_mean,True
klprho0,18,kl_physical/nominal_obs_max_abs_error,True
klprho0,18,kl_physical/nominal_reward_abs_error,True
klprho0,18,charts/SPS,True
klprho0,19,charts/episodic_return,True
klprho0,19,eval/episodic_return,True
klprho0,19,losses/qf_loss,True
klprho0,19,losses/actor_loss,True
klprho0,19,kl_physical/requested_radius,True
klprho0,19,kl_physical/effective_beta_median,False
klprho0,19,kl_physical/effective_beta_mean,False
klprho0,19,kl_physical/worst_case_saturation_fraction,True
klprho0,19,kl_physical/joint_return_std_across_dynamics,True
klprho0,19,kl_physical/reference_target_mean,True
klprho0,19,kl_physical/robust_target_mean,True
klprho0,19,kl_physical/worst_member_target_mean,True
klprho0,19,kl_physical/pessimism_gap_mean,True
klprho0,19,kl_physical/pessimism_gap_p95,True
klprho0,19,kl_physical/implicit_kl_radius_mean,True
klprho0,19,kl_physical/implicit_kl_radius_p95,True
klprho0,19,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,19,kl_physical/effective_num_dynamics_mean,True
klprho0,19,kl_physical/nominal_obs_max_abs_error,True
klprho0,19,kl_physical/nominal_reward_abs_error,True
klprho0,19,charts/SPS,True
klprho0,20,charts/episodic_return,True
klprho0,20,eval/episodic_return,True
klprho0,20,losses/qf_loss,True
klprho0,20,losses/actor_loss,True
klprho0,20,kl_physical/requested_radius,True
klprho0,20,kl_physical/effective_beta_median,False
klprho0,20,kl_physical/effective_beta_mean,False
klprho0,20,kl_physical/worst_case_saturation_fraction,True
klprho0,20,kl_physical/joint_return_std_across_dynamics,True
klprho0,20,kl_physical/reference_target_mean,True
klprho0,20,kl_physical/robust_target_mean,True
klprho0,20,kl_physical/worst_member_target_mean,True
klprho0,20,kl_physical/pessimism_gap_mean,True
klprho0,20,kl_physical/pessimism_gap_p95,True
klprho0,20,kl_physical/implicit_kl_radius_mean,True
klprho0,20,kl_physical/implicit_kl_radius_p95,True
klprho0,20,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,20,kl_physical/effective_num_dynamics_mean,True
klprho0,20,kl_physical/nominal_obs_max_abs_error,True
klprho0,20,kl_physical/nominal_reward_abs_error,True
klprho0,20,charts/SPS,True
klprho0,21,charts/episodic_return,True
klprho0,21,eval/episodic_return,True
klprho0,21,losses/qf_loss,True
klprho0,21,losses/actor_loss,True
klprho0,21,kl_physical/requested_radius,True
klprho0,21,kl_physical/effective_beta_median,False
klprho0,21,kl_physical/effective_beta_mean,False
klprho0,21,kl_physical/worst_case_saturation_fraction,True
klprho0,21,kl_physical/joint_return_std_across_dynamics,True
klprho0,21,kl_physical/reference_target_mean,True
klprho0,21,kl_physical/robust_target_mean,True
klprho0,21,kl_physical/worst_member_target_mean,True
klprho0,21,kl_physical/pessimism_gap_mean,True
klprho0,21,kl_physical/pessimism_gap_p95,True
klprho0,21,kl_physical/implicit_kl_radius_mean,True
klprho0,21,kl_physical/implicit_kl_radius_p95,True
klprho0,21,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,21,kl_physical/effective_num_dynamics_mean,True
klprho0,21,kl_physical/nominal_obs_max_abs_error,True
klprho0,21,kl_physical/nominal_reward_abs_error,True
klprho0,21,charts/SPS,True
klprho0,22,charts/episodic_return,True
klprho0,22,eval/episodic_return,True
klprho0,22,losses/qf_loss,True
klprho0,22,losses/actor_loss,True
klprho0,22,kl_physical/requested_radius,True
klprho0,22,kl_physical/effective_beta_median,False
klprho0,22,kl_physical/effective_beta_mean,False
klprho0,22,kl_physical/worst_case_saturation_fraction,True
klprho0,22,kl_physical/joint_return_std_across_dynamics,True
klprho0,22,kl_physical/reference_target_mean,True
klprho0,22,kl_physical/robust_target_mean,True
klprho0,22,kl_physical/worst_member_target_mean,True
klprho0,22,kl_physical/pessimism_gap_mean,True
klprho0,22,kl_physical/pessimism_gap_p95,True
klprho0,22,kl_physical/implicit_kl_radius_mean,True
klprho0,22,kl_physical/implicit_kl_radius_p95,True
klprho0,22,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,22,kl_physical/effective_num_dynamics_mean,True
klprho0,22,kl_physical/nominal_obs_max_abs_error,True
klprho0,22,kl_physical/nominal_reward_abs_error,True
klprho0,22,charts/SPS,True
klprho0,23,charts/episodic_return,True
klprho0,23,eval/episodic_return,True
klprho0,23,losses/qf_loss,True
klprho0,23,losses/actor_loss,True
klprho0,23,kl_physical/requested_radius,True
klprho0,23,kl_physical/effective_beta_median,False
klprho0,23,kl_physical/effective_beta_mean,False
klprho0,23,kl_physical/worst_case_saturation_fraction,True
klprho0,23,kl_physical/joint_return_std_across_dynamics,True
klprho0,23,kl_physical/reference_target_mean,True
klprho0,23,kl_physical/robust_target_mean,True
klprho0,23,kl_physical/worst_member_target_mean,True
klprho0,23,kl_physical/pessimism_gap_mean,True
klprho0,23,kl_physical/pessimism_gap_p95,True
klprho0,23,kl_physical/implicit_kl_radius_mean,True
klprho0,23,kl_physical/implicit_kl_radius_p95,True
klprho0,23,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,23,kl_physical/effective_num_dynamics_mean,True
klprho0,23,kl_physical/nominal_obs_max_abs_error,True
klprho0,23,kl_physical/nominal_reward_abs_error,True
klprho0,23,charts/SPS,True
klprho0,24,charts/episodic_return,True
klprho0,24,eval/episodic_return,True
klprho0,24,losses/qf_loss,True
klprho0,24,losses/actor_loss,True
klprho0,24,kl_physical/requested_radius,True
klprho0,24,kl_physical/effective_beta_median,False
klprho0,24,kl_physical/effective_beta_mean,False
klprho0,24,kl_physical/worst_case_saturation_fraction,True
klprho0,24,kl_physical/joint_return_std_across_dynamics,True
klprho0,24,kl_physical/reference_target_mean,True
klprho0,24,kl_physical/robust_target_mean,True
klprho0,24,kl_physical/worst_member_target_mean,True
klprho0,24,kl_physical/pessimism_gap_mean,True
klprho0,24,kl_physical/pessimism_gap_p95,True
klprho0,24,kl_physical/implicit_kl_radius_mean,True
klprho0,24,kl_physical/implicit_kl_radius_p95,True
klprho0,24,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,24,kl_physical/effective_num_dynamics_mean,True
klprho0,24,kl_physical/nominal_obs_max_abs_error,True
klprho0,24,kl_physical/nominal_reward_abs_error,True
klprho0,24,charts/SPS,True
klprho0,25,charts/episodic_return,True
klprho0,25,eval/episodic_return,True
klprho0,25,losses/qf_loss,True
klprho0,25,losses/actor_loss,True
klprho0,25,kl_physical/requested_radius,True
klprho0,25,kl_physical/effective_beta_median,False
klprho0,25,kl_physical/effective_beta_mean,False
klprho0,25,kl_physical/worst_case_saturation_fraction,True
klprho0,25,kl_physical/joint_return_std_across_dynamics,True
klprho0,25,kl_physical/reference_target_mean,True
klprho0,25,kl_physical/robust_target_mean,True
klprho0,25,kl_physical/worst_member_target_mean,True
klprho0,25,kl_physical/pessimism_gap_mean,True
klprho0,25,kl_physical/pessimism_gap_p95,True
klprho0,25,kl_physical/implicit_kl_radius_mean,True
klprho0,25,kl_physical/implicit_kl_radius_p95,True
klprho0,25,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,25,kl_physical/effective_num_dynamics_mean,True
klprho0,25,kl_physical/nominal_obs_max_abs_error,True
klprho0,25,kl_physical/nominal_reward_abs_error,True
klprho0,25,charts/SPS,True
klprho0,26,charts/episodic_return,True
klprho0,26,eval/episodic_return,True
klprho0,26,losses/qf_loss,True
klprho0,26,losses/actor_loss,True
klprho0,26,kl_physical/requested_radius,True
klprho0,26,kl_physical/effective_beta_median,False
klprho0,26,kl_physical/effective_beta_mean,False
klprho0,26,kl_physical/worst_case_saturation_fraction,True
klprho0,26,kl_physical/joint_return_std_across_dynamics,True
klprho0,26,kl_physical/reference_target_mean,True
klprho0,26,kl_physical/robust_target_mean,True
klprho0,26,kl_physical/worst_member_target_mean,True
klprho0,26,kl_physical/pessimism_gap_mean,True
klprho0,26,kl_physical/pessimism_gap_p95,True
klprho0,26,kl_physical/implicit_kl_radius_mean,True
klprho0,26,kl_physical/implicit_kl_radius_p95,True
klprho0,26,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,26,kl_physical/effective_num_dynamics_mean,True
klprho0,26,kl_physical/nominal_obs_max_abs_error,True
klprho0,26,kl_physical/nominal_reward_abs_error,True
klprho0,26,charts/SPS,True
klprho0,27,charts/episodic_return,True
klprho0,27,eval/episodic_return,True
klprho0,27,losses/qf_loss,True
klprho0,27,losses/actor_loss,True
klprho0,27,kl_physical/requested_radius,True
klprho0,27,kl_physical/effective_beta_median,False
klprho0,27,kl_physical/effective_beta_mean,False
klprho0,27,kl_physical/worst_case_saturation_fraction,True
klprho0,27,kl_physical/joint_return_std_across_dynamics,True
klprho0,27,kl_physical/reference_target_mean,True
klprho0,27,kl_physical/robust_target_mean,True
klprho0,27,kl_physical/worst_member_target_mean,True
klprho0,27,kl_physical/pessimism_gap_mean,True
klprho0,27,kl_physical/pessimism_gap_p95,True
klprho0,27,kl_physical/implicit_kl_radius_mean,True
klprho0,27,kl_physical/implicit_kl_radius_p95,True
klprho0,27,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,27,kl_physical/effective_num_dynamics_mean,True
klprho0,27,kl_physical/nominal_obs_max_abs_error,True
klprho0,27,kl_physical/nominal_reward_abs_error,True
klprho0,27,charts/SPS,True
klprho0,28,charts/episodic_return,True
klprho0,28,eval/episodic_return,True
klprho0,28,losses/qf_loss,True
klprho0,28,losses/actor_loss,True
klprho0,28,kl_physical/requested_radius,True
klprho0,28,kl_physical/effective_beta_median,False
klprho0,28,kl_physical/effective_beta_mean,False
klprho0,28,kl_physical/worst_case_saturation_fraction,True
klprho0,28,kl_physical/joint_return_std_across_dynamics,True
klprho0,28,kl_physical/reference_target_mean,True
klprho0,28,kl_physical/robust_target_mean,True
klprho0,28,kl_physical/worst_member_target_mean,True
klprho0,28,kl_physical/pessimism_gap_mean,True
klprho0,28,kl_physical/pessimism_gap_p95,True
klprho0,28,kl_physical/implicit_kl_radius_mean,True
klprho0,28,kl_physical/implicit_kl_radius_p95,True
klprho0,28,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,28,kl_physical/effective_num_dynamics_mean,True
klprho0,28,kl_physical/nominal_obs_max_abs_error,True
klprho0,28,kl_physical/nominal_reward_abs_error,True
klprho0,28,charts/SPS,True
klprho0,29,charts/episodic_return,True
klprho0,29,eval/episodic_return,True
klprho0,29,losses/qf_loss,True
klprho0,29,losses/actor_loss,True
klprho0,29,kl_physical/requested_radius,True
klprho0,29,kl_physical/effective_beta_median,False
klprho0,29,kl_physical/effective_beta_mean,False
klprho0,29,kl_physical/worst_case_saturation_fraction,True
klprho0,29,kl_physical/joint_return_std_across_dynamics,True
klprho0,29,kl_physical/reference_target_mean,True
klprho0,29,kl_physical/robust_target_mean,True
klprho0,29,kl_physical/worst_member_target_mean,True
klprho0,29,kl_physical/pessimism_gap_mean,True
klprho0,29,kl_physical/pessimism_gap_p95,True
klprho0,29,kl_physical/implicit_kl_radius_mean,True
klprho0,29,kl_physical/implicit_kl_radius_p95,True
klprho0,29,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,29,kl_physical/effective_num_dynamics_mean,True
klprho0,29,kl_physical/nominal_obs_max_abs_error,True
klprho0,29,kl_physical/nominal_reward_abs_error,True
klprho0,29,charts/SPS,True
klprho0,30,charts/episodic_return,True
klprho0,30,eval/episodic_return,True
klprho0,30,losses/qf_loss,True
klprho0,30,losses/actor_loss,True
klprho0,30,kl_physical/requested_radius,True
klprho0,30,kl_physical/effective_beta_median,False
klprho0,30,kl_physical/effective_beta_mean,False
klprho0,30,kl_physical/worst_case_saturation_fraction,True
klprho0,30,kl_physical/joint_return_std_across_dynamics,True
klprho0,30,kl_physical/reference_target_mean,True
klprho0,30,kl_physical/robust_target_mean,True
klprho0,30,kl_physical/worst_member_target_mean,True
klprho0,30,kl_physical/pessimism_gap_mean,True
klprho0,30,kl_physical/pessimism_gap_p95,True
klprho0,30,kl_physical/implicit_kl_radius_mean,True
klprho0,30,kl_physical/implicit_kl_radius_p95,True
klprho0,30,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,30,kl_physical/effective_num_dynamics_mean,True
klprho0,30,kl_physical/nominal_obs_max_abs_error,True
klprho0,30,kl_physical/nominal_reward_abs_error,True
klprho0,30,charts/SPS,True
klprho0,31,charts/episodic_return,True
klprho0,31,eval/episodic_return,True
klprho0,31,losses/qf_loss,True
klprho0,31,losses/actor_loss,True
klprho0,31,kl_physical/requested_radius,True
klprho0,31,kl_physical/effective_beta_median,False
klprho0,31,kl_physical/effective_beta_mean,False
klprho0,31,kl_physical/worst_case_saturation_fraction,True
klprho0,31,kl_physical/joint_return_std_across_dynamics,True
klprho0,31,kl_physical/reference_target_mean,True
klprho0,31,kl_physical/robust_target_mean,True
klprho0,31,kl_physical/worst_member_target_mean,True
klprho0,31,kl_physical/pessimism_gap_mean,True
klprho0,31,kl_physical/pessimism_gap_p95,True
klprho0,31,kl_physical/implicit_kl_radius_mean,True
klprho0,31,kl_physical/implicit_kl_radius_p95,True
klprho0,31,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,31,kl_physical/effective_num_dynamics_mean,True
klprho0,31,kl_physical/nominal_obs_max_abs_error,True
klprho0,31,kl_physical/nominal_reward_abs_error,True
klprho0,31,charts/SPS,True
klprho0,32,charts/episodic_return,True
klprho0,32,eval/episodic_return,True
klprho0,32,losses/qf_loss,True
klprho0,32,losses/actor_loss,True
klprho0,32,kl_physical/requested_radius,True
klprho0,32,kl_physical/effective_beta_median,False
klprho0,32,kl_physical/effective_beta_mean,False
klprho0,32,kl_physical/worst_case_saturation_fraction,True
klprho0,32,kl_physical/joint_return_std_across_dynamics,True
klprho0,32,kl_physical/reference_target_mean,True
klprho0,32,kl_physical/robust_target_mean,True
klprho0,32,kl_physical/worst_member_target_mean,True
klprho0,32,kl_physical/pessimism_gap_mean,True
klprho0,32,kl_physical/pessimism_gap_p95,True
klprho0,32,kl_physical/implicit_kl_radius_mean,True
klprho0,32,kl_physical/implicit_kl_radius_p95,True
klprho0,32,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,32,kl_physical/effective_num_dynamics_mean,True
klprho0,32,kl_physical/nominal_obs_max_abs_error,True
klprho0,32,kl_physical/nominal_reward_abs_error,True
klprho0,32,charts/SPS,True
klprho0,33,charts/episodic_return,True
klprho0,33,eval/episodic_return,True
klprho0,33,losses/qf_loss,True
klprho0,33,losses/actor_loss,True
klprho0,33,kl_physical/requested_radius,True
klprho0,33,kl_physical/effective_beta_median,False
klprho0,33,kl_physical/effective_beta_mean,False
klprho0,33,kl_physical/worst_case_saturation_fraction,True
klprho0,33,kl_physical/joint_return_std_across_dynamics,True
klprho0,33,kl_physical/reference_target_mean,True
klprho0,33,kl_physical/robust_target_mean,True
klprho0,33,kl_physical/worst_member_target_mean,True
klprho0,33,kl_physical/pessimism_gap_mean,True
klprho0,33,kl_physical/pessimism_gap_p95,True
klprho0,33,kl_physical/implicit_kl_radius_mean,True
klprho0,33,kl_physical/implicit_kl_radius_p95,True
klprho0,33,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,33,kl_physical/effective_num_dynamics_mean,True
klprho0,33,kl_physical/nominal_obs_max_abs_error,True
klprho0,33,kl_physical/nominal_reward_abs_error,True
klprho0,33,charts/SPS,True
klprho0,34,charts/episodic_return,True
klprho0,34,eval/episodic_return,True
klprho0,34,losses/qf_loss,True
klprho0,34,losses/actor_loss,True
klprho0,34,kl_physical/requested_radius,True
klprho0,34,kl_physical/effective_beta_median,False
klprho0,34,kl_physical/effective_beta_mean,False
klprho0,34,kl_physical/worst_case_saturation_fraction,True
klprho0,34,kl_physical/joint_return_std_across_dynamics,True
klprho0,34,kl_physical/reference_target_mean,True
klprho0,34,kl_physical/robust_target_mean,True
klprho0,34,kl_physical/worst_member_target_mean,True
klprho0,34,kl_physical/pessimism_gap_mean,True
klprho0,34,kl_physical/pessimism_gap_p95,True
klprho0,34,kl_physical/implicit_kl_radius_mean,True
klprho0,34,kl_physical/implicit_kl_radius_p95,True
klprho0,34,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,34,kl_physical/effective_num_dynamics_mean,True
klprho0,34,kl_physical/nominal_obs_max_abs_error,True
klprho0,34,kl_physical/nominal_reward_abs_error,True
klprho0,34,charts/SPS,True
klprho0,35,charts/episodic_return,True
klprho0,35,eval/episodic_return,True
klprho0,35,losses/qf_loss,True
klprho0,35,losses/actor_loss,True
klprho0,35,kl_physical/requested_radius,True
klprho0,35,kl_physical/effective_beta_median,False
klprho0,35,kl_physical/effective_beta_mean,False
klprho0,35,kl_physical/worst_case_saturation_fraction,True
klprho0,35,kl_physical/joint_return_std_across_dynamics,True
klprho0,35,kl_physical/reference_target_mean,True
klprho0,35,kl_physical/robust_target_mean,True
klprho0,35,kl_physical/worst_member_target_mean,True
klprho0,35,kl_physical/pessimism_gap_mean,True
klprho0,35,kl_physical/pessimism_gap_p95,True
klprho0,35,kl_physical/implicit_kl_radius_mean,True
klprho0,35,kl_physical/implicit_kl_radius_p95,True
klprho0,35,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,35,kl_physical/effective_num_dynamics_mean,True
klprho0,35,kl_physical/nominal_obs_max_abs_error,True
klprho0,35,kl_physical/nominal_reward_abs_error,True
klprho0,35,charts/SPS,True
klprho0,6,charts/episodic_return,True
klprho0,6,eval/episodic_return,True
klprho0,6,losses/qf_loss,True
klprho0,6,losses/actor_loss,True
klprho0,6,kl_physical/requested_radius,True
klprho0,6,kl_physical/effective_beta_median,False
klprho0,6,kl_physical/effective_beta_mean,False
klprho0,6,kl_physical/worst_case_saturation_fraction,True
klprho0,6,kl_physical/joint_return_std_across_dynamics,True
klprho0,6,kl_physical/reference_target_mean,True
klprho0,6,kl_physical/robust_target_mean,True
klprho0,6,kl_physical/worst_member_target_mean,True
klprho0,6,kl_physical/pessimism_gap_mean,True
klprho0,6,kl_physical/pessimism_gap_p95,True
klprho0,6,kl_physical/implicit_kl_radius_mean,True
klprho0,6,kl_physical/implicit_kl_radius_p95,True
klprho0,6,kl_physical/worst_member_adversarial_weight_mean,True
klprho0,6,kl_physical/effective_num_dynamics_mean,True
klprho0,6,kl_physical/nominal_obs_max_abs_error,True
klprho0,6,kl_physical/nominal_reward_abs_error,True
klprho0,6,charts/SPS,True
klprho0,7,charts/episodic_return,True
klprho0,7,eval/episodic_return,True
klprho0,7,losses/qf_loss,True
klprho0,7,losses/actor_loss,True
klprho0,7,kl_physical/requested_radius,True
klprho0,7,kl_physical/effective_beta_median,False
klprho0,7,kl_physical/effective_beta_mean,False
klprho0,7,kl_physical/worst_case_saturation_fraction,True
klprho0,7,kl_physical/joint_return_std_across_dynamics,True
klprho0,7,kl_physical/reference_target_mean,True
klprho0,7,kl_physical/robust_target_mean,True
klprho0,7,kl_physical/worst_member_target_mean,True
